emp_no,first_name,last_name,title,from_date,salary,count
259069,Shirish,Rodite,Senior Engineer,1995-02-01,67463,2
231111,Shirish,Rosiles,Engineer,1986-07-21,53108,2
231111,Shirish,Rosiles,Senior Engineer,1993-07-21,53108,2
402623,Shirish,Slaats,Engineer,1993-08-23,40000,2
402623,Shirish,Slaats,Senior Engineer,1998-08-23,40000,2
59317,Shirish,Taneja,Senior Staff,2001-09-10,90065,2
59317,Shirish,Taneja,Staff,1994-09-10,90065,2
18964,Shirish,Tiemann,Senior Staff,2000-02-10,42245,2
18964,Shirish,Tiemann,Staff,1995-02-10,42245,2
48854,Shirish,Tramer,Staff,1991-03-22,40000,2
48854,Shirish,Tramer,Senior Staff,2000-03-21,40000,2
428003,Shirish,Yamaashi,Senior Engineer,1993-01-16,51510,2
428003,Shirish,Yamaashi,Engineer,1986-01-16,51510,2
464942,Shiv,Alpin,Staff,1997-02-13,78438,3
213327,Shiv,Alpin,Senior Engineer,1995-11-19,40000,3
213327,Shiv,Alpin,Engineer,1988-11-18,40000,3
225307,Shiv,Angel,Senior Staff,1994-11-19,62289,2
225307,Shiv,Angel,Staff,1987-11-19,62289,2
405053,Shiv,Apsitis,Engineer,1990-04-23,49085,2
405053,Shiv,Apsitis,Senior Engineer,1998-04-23,49085,2
247634,Shiv,Axelband,Engineer,2002-02-01,40000,2
247634,Shiv,Axelband,Assistant Engineer,1997-02-01,40000,2
256769,Shiv,Barbanera,Senior Staff,1992-05-29,85369,2
256769,Shiv,Barbanera,Staff,1986-05-30,85369,2
46327,Shiv,Bernick,Senior Engineer,2000-11-01,40000,2
46327,Shiv,Bernick,Engineer,1992-11-01,40000,2
430675,Shiv,Comellas,Engineer,1987-05-31,40000,2
430675,Shiv,Comellas,Senior Engineer,1993-05-30,40000,2
289471,Shiv,Erde,Senior Staff,2000-02-27,40000,2
289471,Shiv,Erde,Staff,1995-02-27,40000,2
222026,Shiv,Ermel,Engineer,1992-02-13,49457,2
222026,Shiv,Ermel,Senior Engineer,1998-02-12,49457,2
37023,Shiv,Flasterstein,Senior Engineer,1992-01-30,77184,2
37023,Shiv,Flasterstein,Engineer,1986-01-30,77184,2
472293,Shiv,Gopalakrishnan,Senior Staff,1998-10-27,69052,2
472293,Shiv,Gopalakrishnan,Staff,1993-10-28,69052,2
231895,Shiv,Hmelo,Engineer,1993-09-09,40000,3
231895,Shiv,Hmelo,Assistant Engineer,1985-09-09,40000,3
231895,Shiv,Hmelo,Senior Engineer,2001-09-09,40000,3
496449,Shiv,Jording,Engineer,1998-08-09,40000,2
48637,Shiv,Jording,Senior Staff,1992-03-27,40000,2
256061,Shiv,Karner,Senior Staff,1993-07-08,82060,2
256061,Shiv,Karner,Staff,1986-07-08,82060,2
257775,Shiv,Krohn,Staff,1994-10-11,62173,2
257775,Shiv,Krohn,Senior Staff,2001-10-11,62173,2
23506,Shiv,Luck,Senior Staff,1995-06-18,40000,2
23506,Shiv,Luck,Staff,1986-06-18,40000,2
421931,Shiv,Minakawa,Senior Staff,1999-08-04,40000,2
421931,Shiv,Minakawa,Staff,1992-08-03,40000,2
45788,Shiv,Mitsuhashi,Senior Engineer,2001-04-18,48099,3
45788,Shiv,Mitsuhashi,Assistant Engineer,1985-04-18,48099,3
45788,Shiv,Mitsuhashi,Engineer,1993-04-18,48099,3
452681,Shiv,Mitzlaff,Senior Engineer,2001-01-19,40000,2
452681,Shiv,Mitzlaff,Engineer,1993-01-19,40000,2
411998,Shiv,Molenaar,Staff,1993-09-09,55416,2
411998,Shiv,Molenaar,Senior Staff,1998-09-09,55416,2
465798,Shiv,Orlowski,Staff,1993-02-03,56233,2
465798,Shiv,Orlowski,Senior Staff,2002-02-03,56233,2
459020,Shiv,Peha,Senior Engineer,2001-10-04,40000,2
459020,Shiv,Peha,Engineer,1994-10-04,40000,2
449420,Shiv,Plotkin,Senior Staff,1995-08-16,54930,2
449420,Shiv,Plotkin,Staff,1990-08-16,54930,2
489414,Shiv,Radhakrishnan,Senior Engineer,1996-05-08,54526,2
489414,Shiv,Radhakrishnan,Engineer,1990-05-09,54526,2
30226,Shiv,Reghbati,Engineer,1988-12-01,47180,2
30226,Shiv,Reghbati,Senior Engineer,1997-12-01,47180,2
423464,Shiv,Rodier,Assistant Engineer,1995-05-04,42039,2
423464,Shiv,Rodier,Engineer,2000-05-03,42039,2
484307,Shiv,Rosay,Senior Staff,1998-12-14,40000,2
484307,Shiv,Rosay,Staff,1990-12-14,40000,2
56899,Shiv,Steinauer,Senior Staff,1996-04-17,40000,2
56899,Shiv,Steinauer,Staff,1988-04-17,40000,2
95133,Shiv,Strandh,Engineer,1992-07-27,40000,2
95133,Shiv,Strandh,Senior Engineer,1998-07-27,40000,2
67253,Shiv,Szmurlo,Senior Engineer,1996-10-18,40000,4
67253,Shiv,Szmurlo,Engineer,1990-10-19,40000,4
433928,Shiv,Szmurlo,Staff,1985-10-05,58080,4
433928,Shiv,Szmurlo,Senior Staff,1992-10-05,58080,4
200365,Shiv,Tramer,Engineer,1994-09-13,62371,2
429955,Shiv,Tramer,Staff,1995-12-12,66226,2
467204,Shiv,Tyugu,Senior Staff,1990-11-20,67255,2
467204,Shiv,Tyugu,Staff,1985-11-20,67255,2
242610,Shiv,Uhrik,Staff,1992-06-30,56991,2
242610,Shiv,Uhrik,Senior Staff,2001-06-30,56991,2
411913,Shmuel,Baranowski,Senior Engineer,2001-03-22,49972,2
411913,Shmuel,Baranowski,Engineer,1995-03-23,49972,2
495722,Shmuel,Brodie,Engineer,1992-12-12,40000,2
495722,Shmuel,Brodie,Senior Engineer,1998-12-12,40000,2
236154,Shmuel,Demeyer,Senior Staff,1994-10-18,65424,2
236154,Shmuel,Demeyer,Staff,1985-10-18,65424,2
459483,Shmuel,Docker,Staff,1997-05-21,69722,2
459483,Shmuel,Docker,Senior Staff,2002-05-21,69722,2
264250,Shmuel,Fasbender,Engineer,1986-01-22,40000,2
264250,Shmuel,Fasbender,Senior Engineer,1992-01-22,40000,2
284201,Shmuel,Gils,Senior Engineer,1998-02-26,41482,4
284201,Shmuel,Gils,Engineer,1989-02-26,41482,4
50369,Shmuel,Gils,Senior Staff,1992-06-05,91209,4
50369,Shmuel,Gils,Staff,1985-06-05,91209,4
18035,Shmuel,Haumacher,Senior Engineer,1996-05-23,67409,2
18035,Shmuel,Haumacher,Engineer,1989-05-23,67409,2
445621,Shmuel,Impagliazzo,Senior Engineer,1997-01-29,78328,2
445621,Shmuel,Impagliazzo,Engineer,1992-01-30,78328,2
78776,Shmuel,Isaak,Engineer,1995-06-01,40000,2
78776,Shmuel,Isaak,Senior Engineer,2000-05-31,40000,2
426372,Shmuel,Jording,Staff,1994-02-03,40000,4
426372,Shmuel,Jording,Senior Staff,1999-02-03,40000,4
219856,Shmuel,Jording,Engineer,1991-10-01,52683,4
219856,Shmuel,Jording,Senior Engineer,1998-10-01,52683,4
289543,Shmuel,Kirkerud,Senior Engineer,1992-09-12,43332,2
289543,Shmuel,Kirkerud,Engineer,1986-09-13,43332,2
209027,Shmuel,Lampe,Senior Engineer,2002-03-23,51379,2
209027,Shmuel,Lampe,Engineer,1994-03-23,51379,2
437191,Shmuel,Luca,Staff,1988-11-19,40155,2
437191,Shmuel,Luca,Senior Staff,1997-11-19,40155,2
454642,Shmuel,Marakhovsky,Engineer,1990-06-25,52697,2
454642,Shmuel,Marakhovsky,Senior Engineer,1999-06-25,52697,2
290800,Shmuel,Meriste,Staff,1988-12-11,87760,2
290800,Shmuel,Meriste,Senior Staff,1997-12-11,87760,2
35394,Shmuel,Muchinsky,Staff,1986-12-24,40000,2
35394,Shmuel,Muchinsky,Senior Staff,1994-12-24,40000,2
433647,Shmuel,Pramanik,Staff,1985-03-18,45177,2
433647,Shmuel,Pramanik,Senior Staff,1990-03-18,45177,2
87030,Shmuel,Prenel,Senior Staff,1996-09-30,72880,2
87030,Shmuel,Prenel,Staff,1987-10-01,72880,2
406124,Shmuel,Ramsak,Engineer,1990-07-10,53169,2
406124,Shmuel,Ramsak,Senior Engineer,1997-07-10,53169,2
407886,Shmuel,Riexinger,Staff,1991-11-27,73438,2
407886,Shmuel,Riexinger,Senior Staff,1999-11-27,73438,2
102240,Shmuel,Rodite,Engineer,1988-07-22,63672,2
102240,Shmuel,Rodite,Senior Engineer,1996-07-22,63672,2
252334,Shmuel,Schnabel,Staff,1992-10-27,64896,2
252334,Shmuel,Schnabel,Senior Staff,2001-10-27,64896,2
28074,Shmuel,Syrotiuk,Senior Staff,1996-01-15,73538,2
28074,Shmuel,Syrotiuk,Staff,1987-01-15,73538,2
11168,Shmuel,Tetzlaff,Staff,1996-07-15,72944,2
11168,Shmuel,Tetzlaff,Senior Staff,2001-07-15,72944,2
406569,Shmuel,Underwood,Engineer,1986-09-02,57690,2
406569,Shmuel,Underwood,Senior Engineer,1995-09-02,57690,2
483426,Shmuel,Willoner,Senior Staff,1995-04-10,40000,2
483426,Shmuel,Willoner,Staff,1988-04-09,40000,2
488184,Shooichi,Avouris,Senior Staff,1998-01-16,60788,2
488184,Shooichi,Avouris,Staff,1989-01-16,60788,2
474388,Shooichi,Bach,Staff,1993-04-14,64476,2
474388,Shooichi,Bach,Senior Staff,2002-04-14,64476,2
98750,Shooichi,Braccini,Senior Engineer,1994-12-30,46673,2
98750,Shooichi,Braccini,Engineer,1986-12-30,46673,2
251514,Shooichi,Carrere,Engineer,1985-07-13,62755,2
251514,Shooichi,Carrere,Senior Engineer,1993-07-13,62755,2
249395,Shooichi,Falby,Staff,1992-11-03,53713,2
249395,Shooichi,Falby,Senior Staff,1999-11-04,53713,2
226029,Shooichi,Gluchowski,Staff,1990-06-23,40409,2
226029,Shooichi,Gluchowski,Senior Staff,1996-06-22,40409,2
201944,Shooichi,Guting,Senior Engineer,1998-10-07,40000,2
201944,Shooichi,Guting,Engineer,1989-10-07,40000,2
250005,Shooichi,Hagimont,Engineer,1992-09-29,40000,2
250005,Shooichi,Hagimont,Senior Engineer,1997-09-29,40000,2
447748,Shooichi,Hammerschmidt,Engineer,1992-06-09,51471,2
447748,Shooichi,Hammerschmidt,Senior Engineer,1997-06-09,51471,2
53947,Shooichi,Henseler,Engineer,1988-07-21,50967,2
53947,Shooichi,Henseler,Senior Engineer,1997-07-21,50967,2
103718,Shooichi,Highland,Engineer,2000-07-08,48041,2
103718,Shooichi,Highland,Assistant Engineer,1995-07-09,48041,2
280361,Shooichi,Hiltgen,Senior Engineer,2000-11-14,61253,2
280361,Shooichi,Hiltgen,Engineer,1995-11-15,61253,2
273782,Shooichi,Kornyak,Staff,1989-10-16,65047,2
273782,Shooichi,Kornyak,Senior Staff,1996-10-16,65047,2
21361,Shooichi,Lally,Senior Staff,2002-03-16,84832,2
21361,Shooichi,Lally,Staff,1996-03-16,84832,2
453208,Shooichi,Maraist,Senior Engineer,2000-05-17,53180,2
453208,Shooichi,Maraist,Engineer,1992-05-17,53180,2
63559,Shooichi,Marakhovsky,Senior Staff,1999-07-29,64250,2
63559,Shooichi,Marakhovsky,Staff,1994-07-29,64250,2
29946,Shooichi,McClure,Senior Staff,1991-08-15,55355,2
29946,Shooichi,McClure,Staff,1985-08-15,55355,2
298292,Shooichi,Monarch,Staff,1996-02-05,60112,2
298292,Shooichi,Monarch,Senior Staff,2001-02-04,60112,2
412789,Shooichi,Morris,Senior Engineer,1992-06-07,42603,2
412789,Shooichi,Morris,Engineer,1986-06-08,42603,2
266024,Shooichi,Nergos,Senior Engineer,1993-10-11,65492,2
266024,Shooichi,Nergos,Engineer,1988-10-11,65492,2
463110,Shooichi,Ohori,Engineer,1993-12-19,49900,2
463110,Shooichi,Ohori,Senior Engineer,1998-12-19,49900,2
13457,Shooichi,Parfitt,Senior Engineer,1991-01-18,40812,2
13457,Shooichi,Parfitt,Engineer,1986-01-18,40812,2
229165,Shooichi,Pleszkun,Senior Staff,1996-02-18,70122,2
229165,Shooichi,Pleszkun,Staff,1990-02-18,70122,2
420647,Shooichi,Ranum,Engineer,1988-10-28,42024,2
420647,Shooichi,Ranum,Senior Engineer,1996-10-27,42024,2
224321,Shooichi,Ritcey,Senior Engineer,1995-07-29,51584,2
224321,Shooichi,Ritcey,Engineer,1986-07-29,51584,2
287069,Shooichi,Rossi,Engineer,1993-02-23,61106,2
287069,Shooichi,Rossi,Senior Engineer,2002-02-23,61106,2
445715,Shooichi,Schurmann,Senior Staff,2002-01-30,82010,2
445715,Shooichi,Schurmann,Staff,1997-01-30,82010,2
97730,Shooichi,Smeets,Assistant Engineer,1993-03-27,40000,2
97730,Shooichi,Smeets,Engineer,1999-03-27,40000,2
248924,Shooichi,Swab,Staff,1992-03-12,40000,2
248924,Shooichi,Swab,Senior Staff,2001-03-12,40000,2
16779,Shooichi,Vandervoorde,Staff,1992-04-08,54802,2
16779,Shooichi,Vandervoorde,Senior Staff,1998-04-08,54802,2
425263,Shooichi,Wegerle,Staff,1990-12-14,40000,2
425263,Shooichi,Wegerle,Senior Staff,1996-12-13,40000,2
57540,Shounak,Armand,Engineer,1998-06-12,40000,2
57540,Shounak,Armand,Assistant Engineer,1990-06-12,40000,2
467749,Shounak,Condotta,Engineer,1993-12-29,40000,2
467749,Shounak,Condotta,Senior Engineer,1999-12-29,40000,2
279077,Shounak,Dahlbom,Assistant Engineer,1987-09-13,50886,2
279077,Shounak,Dahlbom,Engineer,1995-09-13,50886,2
31189,Shounak,Erdmenger,Staff,1989-01-31,54937,2
31189,Shounak,Erdmenger,Senior Staff,1994-01-31,54937,2
108557,Shounak,Eterovic,Senior Engineer,1999-01-17,41411,2
108557,Shounak,Eterovic,Engineer,1992-01-17,41411,2
477458,Shounak,Foong,Assistant Engineer,1993-08-19,40000,2
477458,Shounak,Foong,Engineer,1998-08-19,40000,2
268144,Shounak,Gammage,Assistant Engineer,1996-08-29,41480,2
268144,Shounak,Gammage,Engineer,2001-08-29,41480,2
446655,Shounak,Gihr,Staff,1990-02-14,40000,2
446655,Shounak,Gihr,Senior Staff,1995-02-14,40000,2
107825,Shounak,Hemaspaandra,Engineer,1991-06-13,40000,3
107825,Shounak,Hemaspaandra,Assistant Engineer,1986-06-13,40000,3
107825,Shounak,Hemaspaandra,Senior Engineer,1996-06-12,40000,3
254467,Shounak,Honiden,Assistant Engineer,1987-01-17,45641,2
254467,Shounak,Honiden,Engineer,1995-01-17,45641,2
48396,Shounak,Jansen,Staff,1990-08-13,40000,2
48396,Shounak,Jansen,Senior Staff,1996-08-12,40000,2
277032,Shounak,Kaiserswerth,Staff,1990-10-28,71255,2
277032,Shounak,Kaiserswerth,Senior Staff,1997-10-27,71255,2
431571,Shounak,Kakkad,Senior Engineer,1995-10-11,43139,2
431571,Shounak,Kakkad,Engineer,1989-10-11,43139,2
221308,Shounak,Kroft,Engineer,1985-05-02,40000,2
221308,Shounak,Kroft,Senior Engineer,1992-05-02,40000,2
266866,Shounak,Lakshmanan,Senior Engineer,1993-10-10,43013,2
266866,Shounak,Lakshmanan,Engineer,1987-10-11,43013,2
95602,Shounak,Litvinov,Staff,1986-07-16,53992,2
95602,Shounak,Litvinov,Senior Staff,1993-07-16,53992,2
260456,Shounak,Luck,Senior Staff,1996-04-27,40000,2
260456,Shounak,Luck,Staff,1987-04-28,40000,2
272624,Shounak,Mersereau,Staff,1992-04-07,70416,2
272624,Shounak,Mersereau,Senior Staff,2001-04-07,70416,2
441240,Shounak,Nicolson,Engineer,1995-09-24,40000,2
441240,Shounak,Nicolson,Assistant Engineer,1988-09-23,40000,2
232247,Shounak,Oehlmann,Engineer,1991-07-28,40000,2
232247,Shounak,Oehlmann,Senior Engineer,2000-07-27,40000,2
418668,Shounak,Peck,Senior Staff,1996-08-05,77644,2
418668,Shounak,Peck,Staff,1987-08-06,77644,2
404741,Shounak,Reghbati,Staff,1990-03-30,40000,2
404741,Shounak,Reghbati,Senior Staff,1996-03-29,40000,2
25324,Shounak,Reutenauer,Senior Staff,1999-09-16,76779,2
25324,Shounak,Reutenauer,Staff,1994-09-16,76779,2
52773,Shounak,Rissland,Staff,1985-03-10,89204,2
52773,Shounak,Rissland,Senior Staff,1993-03-10,89204,2
420387,Shounak,Rodiger,Staff,1992-12-13,62492,2
420387,Shounak,Rodiger,Senior Staff,1999-12-14,62492,2
468324,Shounak,Rosenbaum,Staff,1985-08-04,81201,2
468324,Shounak,Rosenbaum,Senior Staff,1993-08-04,81201,2
246712,Shounak,Sadowski,Assistant Engineer,1993-03-03,40000,2
246712,Shounak,Sadowski,Engineer,1998-03-03,40000,2
55669,Shounak,Saoudi,Engineer,1985-03-03,46585,2
55669,Shounak,Saoudi,Senior Engineer,1990-03-03,46585,2
216232,Shounak,Seghrouchni,Senior Engineer,2001-11-23,57747,2
216232,Shounak,Seghrouchni,Engineer,1996-11-23,57747,2
405068,Shounak,Siksek,Senior Staff,1992-07-31,76643,2
405068,Shounak,Siksek,Staff,1985-07-31,76643,2
451717,Shounak,Strehl,Senior Engineer,1999-07-02,57986,2
451717,Shounak,Strehl,Engineer,1994-07-02,57986,2
441520,Shounak,Suermann,Senior Staff,1995-06-13,53588,2
441520,Shounak,Suermann,Staff,1988-06-12,53588,2
425339,Shounak,Syrzycki,Staff,1992-11-10,40000,2
425339,Shounak,Syrzycki,Senior Staff,1999-11-11,40000,2
471160,Shounak,Unni,Senior Engineer,1994-10-10,40000,2
471160,Shounak,Unni,Engineer,1987-10-10,40000,2
490311,Shounak,Valiente,Senior Staff,2000-11-22,50470,2
490311,Shounak,Valiente,Staff,1995-11-23,50470,2
452682,Shounak,Wixon,Assistant Engineer,1994-09-16,49153,2
452682,Shounak,Wixon,Engineer,2001-09-16,49153,2
104977,Shounak,Yetim,Engineer,1994-12-28,52210,2
104977,Shounak,Yetim,Assistant Engineer,1985-12-28,52210,2
408216,Shridhar,Acton,Staff,1988-04-13,45810,2
408216,Shridhar,Acton,Senior Staff,1994-04-13,45810,2
258194,Shridhar,Albarhamtoshy,Senior Engineer,2002-05-12,40000,2
258194,Shridhar,Albarhamtoshy,Engineer,1994-05-12,40000,2
266135,Shridhar,Apsitis,Senior Engineer,2000-04-18,40000,2
266135,Shridhar,Apsitis,Engineer,1994-04-19,40000,2
461647,Shridhar,Barinka,Senior Staff,2001-01-02,55236,2
461647,Shridhar,Barinka,Staff,1996-01-03,55236,2
254294,Shridhar,Benzaken,Senior Engineer,1994-07-03,40000,2
254294,Shridhar,Benzaken,Engineer,1986-07-03,40000,2
460716,Shridhar,Birjandi,Staff,1988-01-18,50020,2
460716,Shridhar,Birjandi,Senior Staff,1996-01-18,50020,2
54112,Shridhar,Bolotov,Senior Engineer,1998-05-30,40000,2
54112,Shridhar,Bolotov,Engineer,1993-05-30,40000,2
34025,Shridhar,Bridgland,Staff,1988-08-07,40000,2
34025,Shridhar,Bridgland,Senior Staff,1997-08-07,40000,2
95426,Shridhar,Candan,Engineer,1997-01-13,40000,2
63560,Shridhar,Candan,Senior Engineer,1994-12-12,63282,2
90336,Shridhar,Chaudhury,Senior Staff,1997-04-24,45030,2
90336,Shridhar,Chaudhury,Staff,1990-04-24,45030,2
470166,Shridhar,Ciolek,Senior Staff,1999-01-30,72575,2
470166,Shridhar,Ciolek,Staff,1991-01-30,72575,2
207381,Shridhar,Cooman,Senior Engineer,1993-09-26,40000,2
207381,Shridhar,Cooman,Engineer,1987-09-27,40000,2
66465,Shridhar,Dechter,Senior Engineer,1998-01-24,40000,2
66465,Shridhar,Dechter,Engineer,1990-01-24,40000,2
34726,Shridhar,Emmart,Staff,1985-12-24,75135,2
34726,Shridhar,Emmart,Senior Staff,1994-12-24,75135,2
419866,Shridhar,Ghazalie,Staff,1989-10-22,62199,2
419866,Shridhar,Ghazalie,Senior Staff,1998-10-22,62199,2
44099,Shridhar,Gruenwald,Senior Staff,1993-02-27,47876,2
44099,Shridhar,Gruenwald,Staff,1987-02-28,47876,2
441118,Shridhar,Juneja,Senior Engineer,1999-07-04,40000,2
441118,Shridhar,Juneja,Engineer,1992-07-03,40000,2
57450,Shridhar,Lagarias,Staff,1987-08-17,81930,2
57450,Shridhar,Lagarias,Senior Staff,1992-08-16,81930,2
438390,Shridhar,Leppanen,Senior Engineer,1995-06-20,40000,2
438390,Shridhar,Leppanen,Engineer,1986-06-20,40000,2
52593,Shridhar,Lichtman,Staff,1994-06-02,68633,2
52593,Shridhar,Lichtman,Senior Staff,2001-06-02,68633,2
80225,Shridhar,Malabarba,Senior Staff,2001-02-27,50529,2
80225,Shridhar,Malabarba,Staff,1994-02-27,50529,2
266686,Shridhar,Mullainathan,Senior Engineer,1995-12-31,68120,2
266686,Shridhar,Mullainathan,Engineer,1989-12-31,68120,2
484748,Shridhar,Orlowska,Staff,1987-10-26,92989,2
484748,Shridhar,Orlowska,Senior Staff,1996-10-25,92989,2
442083,Shridhar,Perly,Senior Engineer,1991-06-24,52195,2
442083,Shridhar,Perly,Engineer,1985-06-24,52195,2
35245,Shridhar,Quittner,Senior Engineer,1996-06-05,40000,2
35245,Shridhar,Quittner,Engineer,1990-06-06,40000,2
469408,Shridhar,Reeken,Engineer,1986-04-19,40000,2
469408,Shridhar,Reeken,Senior Engineer,1995-04-19,40000,2
474131,Shridhar,Riexinger,Engineer,1991-04-14,40000,2
474131,Shridhar,Riexinger,Senior Engineer,1998-04-14,40000,2
432192,Shridhar,Ruemmler,Senior Staff,1999-12-05,72712,2
432192,Shridhar,Ruemmler,Staff,1990-12-05,72712,2
427527,Shridhar,Sidje,Senior Staff,2001-02-02,53358,2
427527,Shridhar,Sidje,Staff,1995-02-03,53358,2
264087,Shridhar,Simkin,Engineer,1985-05-27,65097,2
264087,Shridhar,Simkin,Senior Engineer,1994-05-27,65097,2
105601,Shridhar,Skafidas,Staff,1987-07-16,40000,3
87200,Shridhar,Skafidas,Senior Engineer,1994-04-07,49649,3
105601,Shridhar,Skafidas,Senior Staff,1996-07-15,40000,3
287358,Shridhar,Stanfel,Senior Engineer,1997-02-18,40000,2
287358,Shridhar,Stanfel,Engineer,1988-02-19,40000,2
460807,Shridhar,Vanwelkenhuysen,Senior Engineer,1997-11-09,48333,2
460807,Shridhar,Vanwelkenhuysen,Engineer,1990-11-09,48333,2
260627,Shridhar,Vuskovic,Engineer,1991-01-25,40000,2
260627,Shridhar,Vuskovic,Senior Engineer,1996-01-25,40000,2
499275,Shridhar,Zlotek,Staff,1985-07-22,94324,2
499275,Shridhar,Zlotek,Senior Staff,1994-07-22,94324,2
471304,Shrikanth,Barvinok,Senior Engineer,1991-05-02,40000,2
471304,Shrikanth,Barvinok,Engineer,1986-05-02,40000,2
453837,Shrikanth,Basawa,Senior Staff,1991-08-07,63948,2
453837,Shrikanth,Basawa,Staff,1986-08-07,63948,2
245585,Shrikanth,Bellmore,Staff,1985-10-28,72143,2
245585,Shrikanth,Bellmore,Senior Staff,1990-10-28,72143,2
286828,Shrikanth,Bernardeschi,Senior Engineer,2001-08-29,40000,2
286828,Shrikanth,Bernardeschi,Engineer,1996-08-29,40000,2
212157,Shrikanth,Binkley,Senior Staff,1991-04-10,74197,2
212157,Shrikanth,Binkley,Staff,1986-04-10,74197,2
412252,Shrikanth,Birta,Staff,1992-05-30,49806,2
412252,Shrikanth,Birta,Senior Staff,1997-05-30,49806,2
272755,Shrikanth,Butterworth,Staff,1990-04-29,54924,2
272755,Shrikanth,Butterworth,Senior Staff,1996-04-28,54924,2
434674,Shrikanth,Demeyer,Senior Engineer,1995-08-05,63376,2
434674,Shrikanth,Demeyer,Engineer,1988-08-04,63376,2
201492,Shrikanth,Demizu,Staff,1990-04-29,40000,2
201492,Shrikanth,Demizu,Senior Staff,1997-04-29,40000,2
79810,Shrikanth,Denos,Senior Staff,2002-03-17,57980,2
79810,Shrikanth,Denos,Staff,1997-03-17,57980,2
285722,Shrikanth,Dratva,Engineer,1987-12-05,47399,2
285722,Shrikanth,Dratva,Senior Engineer,1992-12-04,47399,2
272322,Shrikanth,DuCasse,Engineer,1987-07-26,40000,2
272322,Shrikanth,DuCasse,Senior Engineer,1996-07-25,40000,2
65248,Shrikanth,Felcyn,Senior Engineer,1993-02-08,40000,2
65248,Shrikanth,Felcyn,Engineer,1986-02-08,40000,2
237064,Shrikanth,Frezza,Engineer,1987-02-21,49635,2
237064,Shrikanth,Frezza,Senior Engineer,1996-02-21,49635,2
46095,Shrikanth,Huttel,Senior Engineer,1998-06-09,40000,2
46095,Shrikanth,Huttel,Engineer,1993-06-09,40000,2
104961,Shrikanth,Karnin,Senior Staff,1996-12-05,40000,2
104961,Shrikanth,Karnin,Staff,1989-12-05,40000,2
222925,Shrikanth,Karunanithi,Senior Staff,1999-10-08,63035,2
222925,Shrikanth,Karunanithi,Staff,1992-10-07,63035,2
109205,Shrikanth,Kuzuoka,Staff,1988-09-07,40000,2
109205,Shrikanth,Kuzuoka,Senior Staff,1995-09-08,40000,2
61611,Shrikanth,Lunt,Senior Engineer,1997-02-17,54477,2
61611,Shrikanth,Lunt,Engineer,1992-02-18,54477,2
104091,Shrikanth,Mawatari,Senior Staff,1992-02-17,88769,2
104091,Shrikanth,Mawatari,Staff,1987-02-17,88769,2
17132,Shrikanth,Passafiume,Staff,1989-07-15,56511,2
17132,Shrikanth,Passafiume,Senior Staff,1998-07-15,56511,2
108150,Shrikanth,Peternell,Engineer,1991-04-18,40000,2
108150,Shrikanth,Peternell,Senior Engineer,1996-04-17,40000,2
17294,Shrikanth,Pietrzykowski,Senior Engineer,1994-08-17,43785,2
17294,Shrikanth,Pietrzykowski,Engineer,1987-08-17,43785,2
221008,Shrikanth,Ramalingam,Engineer,1987-08-19,47121,2
221008,Shrikanth,Ramalingam,Senior Engineer,1994-08-19,47121,2
455209,Shrikanth,Rassart,Senior Engineer,1998-07-28,68880,3
455209,Shrikanth,Rassart,Engineer,1992-07-28,68880,3
455209,Shrikanth,Rassart,Assistant Engineer,1986-07-29,68880,3
282128,Shrikanth,Schoegge,Engineer,1985-02-10,40000,2
282128,Shrikanth,Schoegge,Senior Engineer,1993-02-10,40000,2
15055,Shrikanth,Sherertz,Senior Staff,1997-07-15,40000,2
15055,Shrikanth,Sherertz,Staff,1991-07-16,40000,2
49224,Shrikanth,Swist,Senior Staff,2000-05-02,68887,2
49224,Shrikanth,Swist,Staff,1995-05-03,68887,2
446283,Shrikanth,Wursthorn,Engineer,1986-04-14,42636,2
446283,Shrikanth,Wursthorn,Senior Engineer,1991-04-14,42636,2
290060,Shugo,Aingworth,Senior Staff,1996-01-25,75932,2
290060,Shugo,Aingworth,Staff,1991-01-25,75932,2
15377,Shugo,Aumann,Engineer,1986-12-19,50274,2
15377,Shugo,Aumann,Senior Engineer,1992-12-18,50274,2
282893,Shugo,Azevdeo,Senior Staff,1995-11-02,40000,2
282893,Shugo,Azevdeo,Staff,1987-11-02,40000,2
490756,Shugo,Babb,Engineer,1995-06-18,47753,2
490756,Shugo,Babb,Senior Engineer,2001-06-17,47753,2
210102,Shugo,Barvinok,Senior Engineer,1997-05-02,51648,2
210102,Shugo,Barvinok,Engineer,1992-05-02,51648,2
92441,Shugo,Bennet,Senior Staff,1992-05-17,53324,2
92441,Shugo,Bennet,Staff,1985-05-17,53324,2
284033,Shugo,Berstel,Senior Staff,1997-11-23,51960,2
284033,Shugo,Berstel,Staff,1991-11-24,51960,2
488478,Shugo,Candan,Senior Staff,1994-06-28,42286,2
488478,Shugo,Candan,Staff,1988-06-28,42286,2
83507,Shugo,Chimia,Staff,1987-08-22,40000,2
83507,Shugo,Chimia,Senior Staff,1995-08-22,40000,2
298341,Shugo,Domenig,Staff,1997-05-20,113688,3
460497,Shugo,Domenig,Staff,1987-12-11,40000,3
460497,Shugo,Domenig,Senior Staff,1993-12-10,40000,3
278429,Shugo,Ecklund,Senior Staff,2001-08-30,60612,2
